Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,30-49,2015,Estimated,20.9,102146866,viz_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,30-49 - Reduce salt in diet,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,30-49,2015,Lower Bound,18.6,105792761,,,,30-49 - Reduce salt in diet,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,30-49,2015,Upper Bound,23.2,66997962,,,,30-49 - Reduce salt in diet,Total,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,50-69,2015,Estimated,32.8,26188652,viz_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,50-69 - Reduce salt in diet,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,50-69,2015,Lower Bound,29.5,67368731,,,,50-69 - Reduce salt in diet,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,50-69,2015,Upper Bound,36.2,39561055,,,,50-69 - Reduce salt in diet,Total,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age, 18-69,2015,Estimated,21,23210141,viz_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,, 18-69 - Reduce salt in diet,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age, 18-69,2015,Lower Bound,19.4,38634132,,,, 18-69 - Reduce salt in diet,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age, 18-69,2015,Upper Bound,22.7,100910969,,,, 18-69 - Reduce salt in diet,Total,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 18-29,2015,Estimated,,38634132,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Rural 18-29 - Reduce salt in diet,Rural,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 18-29,2015,Lower Bound,,100910969,,,,Rural 18-29 - Reduce salt in diet,Rural,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 18-29,2015,Upper Bound,,122650392,,,,Rural 18-29 - Reduce salt in diet,Rural,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 30-49,2015,Estimated,,39561055,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Rural 30-49 - Reduce salt in diet,Rural,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 30-49,2015,Lower Bound,,93285486,,,,Rural 30-49 - Reduce salt in diet,Rural,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 30-49,2015,Upper Bound,,102146866,,,,Rural 30-49 - Reduce salt in diet,Rural,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 50-69,2015,Estimated,,14645376,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Rural 50-69 - Reduce salt in diet,Rural,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 50-69,2015,Lower Bound,,118905625,,,,Rural 50-69 - Reduce salt in diet,Rural,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural 50-69,2015,Upper Bound,,23210141,,,,Rural 50-69 - Reduce salt in diet,Rural,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural  18-69,2015,Estimated,,122650392,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Rural  18-69 - Reduce salt in diet,Rural,54.51
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural  18-69,2015,Lower Bound,,26188652,,,,Rural  18-69 - Reduce salt in diet,Rural,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural  18-69,2015,Lower Bound,,67368731,,,,Rural  18-69 - Reduce salt in diet,Rural,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 18-29,2015,Estimated,,67368731,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Urban 18-29 - Reduce salt in diet,Urban,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 18-29,2015,Lower Bound,,39561055,,,,Urban 18-29 - Reduce salt in diet,Urban,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 18-29,2015,Upper Bound,,93285486,,,,Urban 18-29 - Reduce salt in diet,Urban,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 30-49,2015,Estimated,,66997962,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Urban 30-49 - Reduce salt in diet,Urban,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 30-49,2015,Lower Bound,,14645376,,,,Urban 30-49 - Reduce salt in diet,Urban,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 30-49,2015,Upper Bound,,118905625,,,,Urban 30-49 - Reduce salt in diet,Urban,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 50-69,2015,Estimated,,100910969,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Urban 50-69 - Reduce salt in diet,Urban,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 50-69,2015,Lower Bound,,122650392,,,,Urban 50-69 - Reduce salt in diet,Urban,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban 50-69,2015,Upper Bound,,26188652,,,,Urban 50-69 - Reduce salt in diet,Urban,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban  18-69,2015,Estimated,,93285486,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Urban  18-69 - Reduce salt in diet,Urban,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban  18-69,2015,Lower Bound,,102146866,,,,Urban  18-69 - Reduce salt in diet,Urban,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban  18-69,2015,Upper Bound,,105792761,,,,Urban  18-69 - Reduce salt in diet,Urban,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Area,Rural,2015,Estimated,19.95,67368731,viz_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Rural - Reduce salt in diet,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Area,Rural,2015,Lower Bound,18.43,39561055,,,,Rural - Reduce salt in diet,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Area,Rural,2015,Upper Bound,21.57,93285486,,,,Rural - Reduce salt in diet,Total,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Area,Urban,2015,Estimated,22.05,105792761,viz_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Urban - Reduce salt in diet,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Area,Urban,2015,Lower Bound,20.37,66997962,,,,Urban - Reduce salt in diet,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Area,Urban,2015,Upper Bound,23.84,14645376,,,,Urban - Reduce salt in diet,Total,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex,Men,2015,Estimated,18,93285486,viz_sex,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,table_total,Men - Reduce salt in diet,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex,Men,2015,Lower Bound,15.8,102146866,,,table_total,Men - Reduce salt in diet,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex,Men,2015,Upper Bound,20.1,105792761,,,table_total,Men - Reduce salt in diet,Total,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex,Women,2015,Estimated,24,122650392,viz_sex,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,table_total,Women - Reduce salt in diet,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex,Women,2015,Lower Bound,21.7,26188652,,,table_total,Women - Reduce salt in diet,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex,Women,2015,Upper Bound,26.4,67368731,,,table_total,Women - Reduce salt in diet,Total,18.78
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men 18-29,2015,Estimated,11.2,14645376,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Men 18-29 - Reduce salt in diet,Men,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men 18-29,2015,Lower Bound,7.4,118905625,,,,Men 18-29 - Reduce salt in diet,Men,82.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men 18-29,2015,Upper Bound,15,23210141,,,,Men 18-29 - Reduce salt in diet,Men,85.6
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men 30-49,2015,Estimated,17.2,93285486,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,,Men 30-49 - Reduce salt in diet,Men,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men 30-49,2015,Lower Bound,14.3,102146866,,,,Men 30-49 - Reduce salt in diet,Men,82.65
