Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 3,2015,Upper Bound,2.611,3226926,,,Men,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Age,Men Age Group 4,2015,Upper Bound,50.71,62672324,,,Men,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Urban Men,2015,Upper Bound,34.89,43120437,,,Men,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Rural Men,2015,Upper Bound,41.86,51734638,,,Men,2.611
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Urban Women,2015,Upper Bound,46.85,57901762,,,Women,50.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Sex by Area,Rural Women,2015,Upper Bound,82.92,102480558,,,Women,50.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 1,2015,Upper Bound,2.62,3238049,,,Urban,2.62
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 1,2015,Upper Bound,83.71,103456916,,,Rural,83.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 2,2015,Upper Bound,4.227,5224136,,,Urban,2.62
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 2,2015,Upper Bound,34.93,43169873,,,Rural,83.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 3,2015,Upper Bound,25.86,31960290,,,Urban,2.62
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 3,2015,Upper Bound,71.95,88922770,,,Rural,83.71
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Urban Age Group 4,2015,Upper Bound,56.83,70236012,,,Urban,2.62
"Percentage not doing work, transport or recreational physical activity",No recreational-related physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,12.79,15807119,,,Rural,2.62
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Total,Total,2015,Estimated,8.784,,viz_total,Average minutes spent in sedentary activities per day,"",
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex,Men,2015,Estimated,11.91,,viz_sex,Average minutes spent in sedentary activities per day,Total,8.784
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex,Women,2015,Estimated,10.93,,viz_sex,Average minutes spent in sedentary activities per day,Total,8.784
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age,Age Group 1,2015,Estimated,10.71,,viz_age,Average minutes spent in sedentary activities per day,Total,8.784
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age,Age Group 2,2015,Estimated,5.344,,viz_age,Average minutes spent in sedentary activities per day,Total,8.784
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age,Age Group 3,2015,Estimated,6.459,,viz_age,Average minutes spent in sedentary activities per day,Total,8.784
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age,Age Group 4,2015,Estimated,5.981,,viz_age,Average minutes spent in sedentary activities per day,Total,8.784
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Area,Urban,2015,Estimated,7.512,,viz_area,Average minutes spent in sedentary activities per day,Total,8.784
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Area,Rural,2015,Estimated,4.6,,viz_area,Average minutes spent in sedentary activities per day,Total,8.784
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Age,Women Age Group 1,2015,Estimated,6.741,,viz_women_age,Average minutes spent in sedentary activities per day,Women,10.93
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Age,Women Age Group 2,2015,Estimated,11,,viz_women_age,Average minutes spent in sedentary activities per day,Women,10.93
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Age,Women Age Group 3,2015,Estimated,12.03,,viz_women_age,Average minutes spent in sedentary activities per day,Women,10.93
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Age,Women Age Group 4,2015,Estimated,10.44,,viz_women_age,Average minutes spent in sedentary activities per day,Women,10.93
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Age,Men Age Group 1,2015,Estimated,8.668,,viz_men_age,Average minutes spent in sedentary activities per day,Men,11.91
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Age,Men Age Group 2,2015,Estimated,8.784,,viz_men_age,Average minutes spent in sedentary activities per day,Men,11.91
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Age,Men Age Group 3,2015,Estimated,11.91,,viz_men_age,Average minutes spent in sedentary activities per day,Men,11.91
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Age,Men Age Group 4,2015,Estimated,10.93,,viz_men_age,Average minutes spent in sedentary activities per day,Men,11.91
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Area,Urban Men,2015,Estimated,10.71,,viz_sex_area,Average minutes spent in sedentary activities per day,Men,11.91
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Area,Rural Men,2015,Estimated,5.344,,viz_sex_area,Average minutes spent in sedentary activities per day,Men,11.91
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Area,Urban Women,2015,Estimated,6.459,,viz_sex_area,Average minutes spent in sedentary activities per day,Women,10.93
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Sex by Area,Rural Women,2015,Estimated,5.981,,viz_sex_area,Average minutes spent in sedentary activities per day,Women,10.93
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age by Area,Urban Age Group 1,2015,Estimated,7.512,,viz_age_area,Average minutes spent in sedentary activities per day,Urban,7.512
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age by Area,Rural Age Group 1,2015,Estimated,4.6,,viz_age_area,Average minutes spent in sedentary activities per day,Rural,4.6
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age by Area,Urban Age Group 2,2015,Estimated,6.741,,viz_age_area,Average minutes spent in sedentary activities per day,Urban,7.512
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age by Area,Rural Age Group 2,2015,Estimated,11,,viz_age_area,Average minutes spent in sedentary activities per day,Rural,4.6
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age by Area,Urban Age Group 3,2015,Estimated,12.03,,viz_age_area,Average minutes spent in sedentary activities per day,Urban,7.512
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age by Area,Rural Age Group 3,2015,Estimated,10.44,,viz_age_area,Average minutes spent in sedentary activities per day,Rural,4.6
Average minutes spent in sedentary activities per day,Average minutes in sedentary activities,Age by Area,Urban Age Group 4,2015,Estimated,8.668,,viz_age_area,Average minutes spent in sedentary activities per day,Urban,7.512
